S.NO,Rank,Gender,Category,Branch,College
33117,38129,M,BC_A,CSE(DS),RAGU
33118,31724,M,BC_D,CSE(DS),RAGU
33119,31019,M,OC,CSE(DS),RAGU
33120,129042,M,SC,CSE(DS),RAGU
33121,96735,M,BC_C,CSE(DS),RAGU
33122,58954,F,BC_B,CSE(DS),RAGU
33123,19433,M,OC,CSE(DS),RAGU
33124,16358,M,OC,CSE(DS),RAGU
33125,61151,F,BC_B,CSE(DS),RAGU
33126,135784,M,SC,CSE(DS),RAGU
33127,54513,M,BC_B,CSE(DS),RAGU
33128,24047,M,BC_D,CSE(DS),RAGU
33129,30386,M,OC,CSE(DS),RAGU
33130,25374,M,OC,CSE(DS),RAGU
33131,21462,M,BC_D,CSE(DS),RAGU
33132,30152,M,OC,CSE(DS),RAGU
33133,19700,M,OC,CSE(DS),RAGU
33134,47702,F,BC_A,CSE(DS),RAGU
33135,125504,F,SC,CSE(DS),RAGU
33136,29741,F,BC_D,CSE(DS),RAGU
33137,19740,F,BC_D,CSE(DS),RAGU
33138,29969,M,BC_D,CSE(DS),RAGU
33139,136155,M,SC,CSE(DS),RAGU
33140,49676,F,BC_B,CSE(DS),RAGU
33141,36974,M,BC_A,CSE(DS),RAGU
33142,33444,F,BC_A,CSE(DS),RAGU
33143,38750,M,BC_A,CSE(DS),RAGU
33144,35305,M,BC_A,CSE(DS),RAGU
33145,136616,M,SC,CSE(DS),RAGU
33146,139541,F,SC,CSE(DS),RAGU
33147,32572,F,BC_D,CSE(DS),RAGU
33148,29717,F,BC_D,CSE(DS),RAGU
33149,32805,F,BC_D,CSE(DS),RAGU
33150,30537,F,BC_D,CSE(DS),RAGU
33151,127107,M,SC,CSE(DS),RAGU
33152,33675,F,BC_D,CSE(DS),RAGU
33153,29580,F,BC_D,CSE(DS),RAGU
33154,40417,M,BC_A,CSE(DS),RAGU
33155,28413,M,BC_D,CSE(DS),RAGU
33156,23073,M,OC,CSE(DS),RAGU
33157,34227,F,OC,CSE(DS),RAGU
33158,54545,M,BC_B,CSE(DS),RAGU
33159,27079,M,OC,CSE(DS),RAGU
33160,60892,F,BC_B,CSE(DS),RAGU
33161,79799,M,SC,CSE(DS),RAGU
33162,111112,M,SC,CSE(DS),RAGU
33163,43129,M,BC_B,CSE(DS),RAGU
33164,30841,F,BC_D,CSE(DS),RAGU
33165,33822,M,OC,CSE(DS),RAGU
33166,28568,F,BC_D,CSE(DS),RAGU
33167,27969,M,BC_D,CSE(DS),RAGU
33168,52029,F,BC_B,CSE(DS),RAGU
33169,28956,F,OC,CSE(DS),RAGU
33170,33271,F,BC_D,CSE(DS),RAGU
33171,54475,M,BC_B,CSE(DS),RAGU
33172,23947,M,BC_D,CSE(DS),RAGU
33173,22925,F,BC_D,CSE(DS),RAGU
33174,45604,F,BC_A,CSE(DS),RAGU
33175,24672,M,BC_D,CSE(DS),RAGU
33176,19951,F,BC_D,CSE(DS),RAGU
33177,26328,M,OC,CSE(DS),RAGU
33178,131266,M,SC,CSE(DS),RAGU
33179,35105,M,BC_B,CSE(DS),RAGU
33180,20467,F,OC,CSE(DS),RAGU
33181,104717,M,SC,CSE(DS),RAGU
33182,34142,M,OC,CSE(DS),RAGU
33183,105892,M,SC,CSE(DS),RAGU
33184,29896,F,BC_D,CSE(DS),RAGU
33185,33396,M,OC,CSE(DS),RAGU
33186,20723,M,OC,CSE(DS),RAGU
33187,27761,F,OC,CSE(DS),RAGU
33188,129956,M,SC,CSE(DS),RAGU
33189,59505,M,BC_B,CSE(DS),RAGU
33190,29261,M,OC,CSE(DS),RAGU
33191,31577,F,OC,CSE(DS),RAGU
33192,139355,F,SC,CSE(DS),RAGU
33193,27362,F,OC,CSE(DS),RAGU
33194,101732,M,OC,CSE(DS),RAGU
33195,41983,M,BC_A,CSE(DS),RAGU
33196,123904,M,SC,CSE(DS),RAGU
33197,115055,M,SC,CSE(DS),RAGU
33198,26749,F,BC_D,CSE(DS),RAGU
33199,52041,F,BC_A,CSE(DS),RAGU
33200,137490,M,SC,CSE(DS),RAGU
33201,25162,M,BC_D,CSE(DS),RAGU
33202,134099,M,SC,CSE(DS),RAGU
33203,137179,M,SC,CSE(DS),RAGU
33204,149010,F,SC,CSE(DS),RAGU
33205,31729,M,BC_D,CSE(DS),RAGU
33206,53627,M,BC_B,CSE(DS),RAGU
33207,27897,M,OC,CSE(DS),RAGU
33208,31212,M,OC,CSE(DS),RAGU
33209,21292,F,BC_D,CSE(DS),RAGU
33210,139398,M,SC,CSE(DS),RAGU
33211,42505,F,BC_A,CSE(DS),RAGU
33212,29982,M,OC,CSE(DS),RAGU
33213,30670,M,BC_D,CSE(DS),RAGU
33214,57608,M,BC_B,CSE(DS),RAGU
33215,29970,F,OC,CSE(DS),RAGU
33216,130496,F,BC_C,CSE(DS),RAGU
33217,27795,M,BC_D,CSE(DS),RAGU
33218,34175,M,OC,CSE(DS),RAGU
33219,30205,F,BC_B,CSE(DS),RAGU
33220,118152,M,SC,CSE(DS),RAGU
33221,33361,F,OC,CSE(DS),RAGU
33222,38599,M,BC_B,CSE(DS),RAGU
33223,111125,M,BC_E,CSE(DS),RAGU
33224,30655,F,OC,CSE(DS),RAGU
33225,28476,F,BC_D,CSE(DS),RAGU
33226,27871,M,BC_D,CSE(DS),RAGU
33227,57111,M,BC_B,CSE(DS),RAGU
33228,29716,M,BC_D,CSE(DS),RAGU
33229,29146,F,OC,CSE(DS),RAGU
33230,109505,M,SC,CSE(DS),RAGU
33231,55922,F,BC_B,CSE(DS),RAGU
33232,21836,M,BC_D,CSE(DS),RAGU
33233,57886,F,BC_B,CSE(DS),RAGU
33234,130958,M,SC,CSE(DS),RAGU
33235,34017,M,OC,CSE(DS),RAGU
33236,123020,F,SC,CSE(DS),RAGU
33237,29643,F,BC_D,CSE(DS),RAGU
33238,30148,M,BC_D,CSE(DS),RAGU
33239,30312,F,BC_D,CSE(DS),RAGU
33240,32071,M,BC_D,CSE(DS),RAGU
33241,22353,M,BC_D,CSE(DS),RAGU
33242,127271,M,SC,CSE(DS),RAGU
33243,20386,M,BC_D,CSE(DS),RAGU
33244,25972,F,BC_D,CSE(DS),RAGU
33245,33481,F,OC,CSE(DS),RAGU
33246,35856,M,BC_A,CSE(DS),RAGU
33247,25174,F,OC,CSE(DS),RAGU
33248,18587,M,OC,CSE(DS),RAGU
33249,69144,M,BC_E,CSE(DS),RAGU
33250,139689,M,ST,CSE(DS),RAGU
33251,28289,M,OC,CSE(DS),RAGU
33252,31505,M,BC_D,CSE(DS),RAGU
33253,37710,M,BC_A,CSE(DS),RAGU
33254,20519,M,BC_D,CSE(DS),RAGU
33255,33913,M,OC,CSE(DS),RAGU
33256,56941,M,BC_B,CSE(DS),RAGU
33257,24904,M,OC,CSE(DS),RAGU
33258,46136,M,BC_B,CSE(DS),RAGU
33259,37716,M,BC_B,CSE(DS),RAGU
33260,91741,F,SC,CSE(DS),RAGU
33261,29878,M,BC_D,CSE(DS),RAGU
33262,29876,F,BC_D,CSE(DS),RAGU
33263,42170,F,BC_B,CSE(DS),RAGU
33264,31343,M,BC_D,CSE(DS),RAGU
33265,151352,M,ST,CSE(DS),RAGU
33266,32467,F,BC_D,CSE(DS),RAGU
33267,59095,M,BC_B,CSE(DS),RAGU
33268,16220,F,OC,CSE(DS),RAGU
33269,113549,M,SC,CSE(DS),RAGU
33270,32614,M,BC_D,CSE(DS),RAGU
33271,58462,M,BC_B,CSE(DS),RAGU
33272,29339,F,BC_D,CSE(DS),RAGU
33273,138935,M,SC,CSE(DS),RAGU
33274,31536,F,BC_D,CSE(DS),RAGU
33275,129106,M,SC,CSE(DS),RAGU
33276,122474,M,SC,CSE(DS),RAGU
33277,105136,M,BC_E,CSE(DS),RAGU
33278,18887,M,OC,CSE(DS),RAGU
33279,33419,F,BC_D,CSE(DS),RAGU
33280,32353,F,BC_D,CSE(DS),RAGU
33281,33204,F,OC,CSE(DS),RAGU
33282,32717,M,OC,CSE(DS),RAGU
33283,53918,F,BC_B,CSE(DS),RAGU
33284,129786,M,SC,CSE(DS),RAGU
33285,32652,F,OC,CSE(DS),RAGU
33286,25561,M,BC_D,CSE(DS),RAGU
33287,36374,M,BC_A,CSE(DS),RAGU
33288,128055,F,SC,CSE(DS),RAGU
33289,135972,M,SC,CSE(DS),RAGU
33290,26859,F,BC_D,CSE(DS),RAGU
33291,22320,F,OC,CSE(DS),RAGU
33292,41964,M,BC_B,CSE(DS),RAGU
33293,137948,M,SC,CSE(DS),RAGU
33294,42827,F,BC_B,CSE(DS),RAGU
33295,32598,F,BC_B,CSE(DS),RAGU
33296,28256,F,BC_D,CSE(DS),RAGU
33297,52831,F,BC_A,CSE(DS),RAGU
33298,31104,F,BC_D,CSE(DS),RAGU
33299,25801,F,OC,CSE(DS),RAGU
33300,43453,M,BC_B,CSE(DS),RAGU
33301,58888,M,BC_B,CSE(DS),RAGU
33302,24187,M,BC_D,CSE(DS),RAGU
33303,24689,F,BC_D,CSE(DS),RAGU
33304,28118,M,OC,CSE(DS),RAGU
33305,38625,M,OC,CSE(IOT),RAGU
33306,150559,M,BC_E,CSE(IOT),RAGU
33307,40284,F,OC,CSE(IOT),RAGU
33308,35038,M,BC_D,CSE(IOT),RAGU
33309,42147,F,BC_D,CSE(IOT),RAGU
33310,40886,M,OC,CSE(IOT),RAGU
33311,58525,F,BC_B,CSE(IOT),RAGU
33312,17269,M,BC_D,CSE(IOT),RAGU
33313,35108,M,BC_D,CSE(IOT),RAGU
33314,151011,M,SC,CSE(IOT),RAGU
33315,35023,F,BC_D,CSE(IOT),RAGU
33316,40480,F,BC_D,CSE(IOT),RAGU
33317,150118,M,SC,CSE(IOT),RAGU
33318,20028,M,OC,CSE(IOT),RAGU
33319,28427,F,OC,CSE(IOT),RAGU
33320,68756,F,BC_B,CSE(IOT),RAGU
33321,66734,F,BC_A,CSE(IOT),RAGU
33322,62097,M,BC_B,CSE(IOT),RAGU
33323,35920,M,OC,CSE(IOT),RAGU
33324,66914,F,BC_B,CSE(IOT),RAGU
33325,151192,M,SC,CSE(IOT),RAGU
33326,42915,F,OC,CSE(IOT),RAGU
33327,35145,M,BC_D,CSE(IOT),RAGU
33328,39800,M,OC,CSE(IOT),RAGU
33329,63824,M,BC_B,CSE(IOT),RAGU
33330,62693,M,BC_B,CSE(IOT),RAGU
33331,65875,F,BC_B,CSE(IOT),RAGU
33332,29332,F,OC,CSE(IOT),RAGU
33333,37622,F,BC_D,CSE(IOT),RAGU
33334,68743,F,BC_A,CSE(IOT),RAGU
33335,36548,M,BC_D,CSE(IOT),RAGU
33336,133077,M,SC,CSE(IOT),RAGU
33337,48578,M,BC_A,CSE(IOT),RAGU
33338,40560,F,BC_D,CSE(IOT),RAGU
33339,36682,M,BC_D,CSE(IOT),RAGU
33340,50900,M,BC_A,CSE(IOT),RAGU
33341,143171,M,SC,CSE(IOT),RAGU
33342,35208,M,BC_D,CSE(IOT),RAGU
33343,36081,M,BC_D,CSE(IOT),RAGU
33344,70423,F,BC_B,CSE(IOT),RAGU
33345,38275,F,BC_D,CSE(IOT),RAGU
33346,131690,M,SC,CSE(IOT),RAGU
33347,139990,M,SC,CSE(IOT),RAGU
33348,64589,M,BC_B,CSE(IOT),RAGU
33349,36325,M,BC_D,CSE(IOT),RAGU
33350,47391,M,BC_A,CSE(IOT),RAGU
33351,61244,M,BC_B,CSE(IOT),RAGU
33352,23383,M,BC_B,CSE,RAGU
33353,11995,M,OC,CSE,RAGU
33354,12246,M,OC,CSE,RAGU
33355,48296,M,SC,CSE,RAGU
33356,16246,F,OC,CSE,RAGU
33357,66406,M,SC,CSE,RAGU
33358,26610,M,BC_E,CSE,RAGU
33359,19718,F,BC_D,CSE,RAGU
33360,21881,F,BC_A,CSE,RAGU
33361,25357,M,BC_A,CSE,RAGU
33362,22970,M,BC_A,CSE,RAGU
33363,28003,M,BC_A,CSE,RAGU
33364,16981,M,BC_D,CSE,RAGU
33365,62221,M,SC,CSE,RAGU
33366,28424,M,BC_A,CSE,RAGU
33367,14954,M,BC_D,CSE,RAGU
33368,22960,F,BC_B,CSE,RAGU
33369,10284,F,OC,CSE,RAGU
33370,23672,F,BC_A,CSE,RAGU
33371,12946,M,BC_D,CSE,RAGU
33372,10799,F,BC_D,CSE,RAGU
33373,13081,F,BC_A,CSE,RAGU
33374,71838,F,SC,CSE,RAGU
33375,16329,M,OC,CSE,RAGU
33376,24925,F,BC_A,CSE,RAGU
33377,17362,F,BC_D,CSE,RAGU
33378,12444,M,BC_D,CSE,RAGU
33379,10643,M,OC,CSE,RAGU
33380,15628,M,BC_B,CSE,RAGU
33381,11375,M,OC,CSE,RAGU
33382,31514,M,BC_B,CSE,RAGU
33383,52622,M,SC,CSE,RAGU
33384,15941,M,BC_D,CSE,RAGU
33385,16822,M,BC_D,CSE,RAGU
33386,22832,F,BC_B,CSE,RAGU
33387,69349,F,BC_C,CSE,RAGU
33388,16962,F,BC_D,CSE,RAGU
33389,26679,M,BC_A,CSE,RAGU
33390,94493,F,ST,CSE,RAGU
33391,16591,F,BC_D,CSE,RAGU
33392,59148,F,SC,CSE,RAGU
33393,28296,F,BC_B,CSE,RAGU
33394,125821,F,BC_E,CSE,RAGU
33395,14419,M,BC_A,CSE,RAGU
33396,65695,M,SC,CSE,RAGU
33397,28909,F,BC_B,CSE,RAGU
33398,11941,F,BC_B,CSE,RAGU
33399,13071,M,BC_D,CSE,RAGU
33400,11980,M,BC_D,CSE,RAGU
33401,17662,M,OC,CSE,RAGU
33402,60273.1,M,BC_C,CSE,RAGU
33403,17443,M,BC_A,CSE,RAGU
33404,16015,F,BC_D,CSE,RAGU
33405,47918,M,BC_E,CSE,RAGU
33406,30408,M,BC_B,CSE,RAGU
33407,11378,M,BC_D,CSE,RAGU
33408,22061,M,BC_B,CSE,RAGU
33409,94341,M,SC,CSE,RAGU
33410,53944,M,SC,CSE,RAGU
33411,22715,M,BC_A,CSE,RAGU
33412,13215,M,OC,CSE,RAGU
33413,14953,M,OC,CSE,RAGU
33414,61536,M,SC,CSE,RAGU
33415,14972,M,OC,CSE,RAGU
33416,19407,F,BC_B,CSE,RAGU
33417,21877,F,BC_A,CSE,RAGU
33418,23144,M,BC_A,CSE,RAGU
33419,28638,M,BC_B,CSE,RAGU
33420,13779,M,BC_D,CSE,RAGU
33421,14146,F,BC_D,CSE,RAGU
33422,74597.1,F,OC,CSE,RAGU
33423,8249,F,OC,CSE,RAGU
33424,17067,F,BC_D,CSE,RAGU
33425,70597,F,SC,CSE,RAGU
33426,9229,M,BC_D,CSE,RAGU
33427,53240,M,BC_E,CSE,RAGU
33428,110593,M,ST,CSE,RAGU
33429,28060,M,SC,CSE,RAGU
33430,13255,M,OC,CSE,RAGU
33431,13381,M,OC,CSE,RAGU
33432,12792,F,OC,CSE,RAGU
33433,68224,M,SC,CSE,RAGU
33434,56490,M,BC_C,CSE,RAGU
33435,12905,M,OC,CSE,RAGU
33436,17412,M,OC,CSE,RAGU
33437,43745,F,SC,CSE,RAGU
33438,20797,M,BC_A,CSE,RAGU
33439,12404,M,OC,CSE,RAGU
33440,36522,M,SC,CSE,RAGU
33441,63756.1,M,SC,CSE,RAGU
33442,33184,M,BC_E,CSE,RAGU
33443,22688,F,BC_A,CSE,RAGU
33444,24775,M,BC_A,CSE,RAGU
33445,19184,F,BC_D,CSE,RAGU
33446,71970,F,BC_E,CSE,RAGU
33447,20903,M,BC_A,CSE,RAGU
33448,9034,F,BC_D,CSE,RAGU
33449,13969,M,OC,CSE,RAGU
33450,9904,F,OC,CSE,RAGU
33451,9268,M,OC,CSE,RAGU
33452,13238,M,OC,CSE,RAGU
33453,15335,M,BC_D,CSE,RAGU
33454,13360,M,BC_D,CSE,RAGU
33455,55920,M,SC,CSE,RAGU
33456,14210,M,BC_B,CSE,RAGU
33457,15080,F,OC,CSE,RAGU
33458,16301,M,BC_D,CSE,RAGU
33459,27219,M,BC_B,CSE,RAGU
33460,13682,M,OC,CSE,RAGU
33461,63736,M,SC,CSE,RAGU
33462,18912,F,BC_B,CSE,RAGU
33463,29726,M,BC_B,CSE,RAGU
33464,10530,M,OC,CSE,RAGU
33465,17731,F,OC,CSE,RAGU
33466,58780,F,SC,CSE,RAGU
33467,17131,F,OC,CSE,RAGU
33468,16563,M,BC_A,CSE,RAGU
33469,10946,M,BC_D,CSE,RAGU
33470,17583,M,BC_D,CSE,RAGU
33471,19547,M,BC_A,CSE,RAGU
33472,23150,M,BC_B,CSE,RAGU
33473,61578,M,SC,CSE,RAGU
33474,11768,M,BC_D,CSE,RAGU
33475,19242,F,BC_D,CSE,RAGU
33476,14267,M,BC_B,CSE,RAGU
33477,18044,F,BC_D,CSE,RAGU
33478,92270,M,ST,CSE,RAGU
33479,16547,M,BC_B,CSE,RAGU
33480,5573,F,OC,CSE,RAGU
33481,21174,F,BC_A,CSE,RAGU
33482,25765,M,BC_A,CSE,RAGU
33483,90807.1,F,ST,CSE,RAGU
33484,14334,M,BC_D,CSE,RAGU
33485,16727,M,BC_D,CSE,RAGU
33486,16306,M,BC_D,CSE,RAGU
33487,88035,M,ST,CSE,RAGU
33488,30716,M,BC_B,CSE,RAGU
33489,16728,F,BC_D,CSE,RAGU
33490,9929,F,OC,CSE,RAGU
33491,17004,F,OC,CSE,RAGU
33492,26308,M,BC_B,CSE,RAGU
33493,13048,M,BC_D,CSE,RAGU
33494,14143,M,BC_A,CSE,RAGU
33495,79693,M,ST,CSE,RAGU
33496,21005,M,BC_B,CSE,RAGU
33497,68087,F,SC,CSE,RAGU
33498,53648,F,SC,CSE,RAGU
33499,97554,M,BC_A,CSE,RAGU
33500,15009,F,OC,CSE,RAGU
33501,30506,M,BC_B,CSE,RAGU
33502,17675,M,OC,CSE,RAGU
33503,69001,M,SC,CSE,RAGU
33504,23588,M,BC_B,CSE,RAGU
33505,16067,M,OC,CSE,RAGU
33506,17663.1,F,OC,CSE,RAGU
33507,38381,M,BC_E,CSE,RAGU
33508,15584,M,BC_D,CSE,RAGU
33509,56185,M,BC_E,CSE,RAGU
33510,15764,M,BC_D,CSE,RAGU
33511,29063,F,BC_B,CSE,RAGU
33512,24185,F,BC_A,CSE,RAGU
33513,18944,F,BC_A,CSE,RAGU
33514,12725,M,BC_D,CSE,RAGU
33515,21047,F,BC_A,CSE,RAGU
33516,67368,M,SC,CSE,RAGU
33517,70716.1,F,SC,CSE,RAGU
33518,47508,F,SC,CSE,RAGU
33519,25928,F,BC_A,CSE,RAGU
33520,12269,M,OC,CSE,RAGU
33521,14578,M,OC,CSE,RAGU
33522,60545,F,SC,CSE,RAGU
33523,66462,M,SC,CSE,RAGU
33524,63267,F,SC,CSE,RAGU
33525,12722,F,BC_B,CSE,RAGU
33526,19133,F,BC_D,CSE,RAGU
33527,15055,M,BC_D,CSE,RAGU
33528,11342,F,OC,CSE,RAGU
33529,54899,M,SC,CSE,RAGU
33530,18656,F,BC_A,CSE,RAGU
33531,17380,F,BC_D,CSE,RAGU
33532,10179,M,BC_D,CSE,RAGU
33533,21421,M,BC_B,CSE,RAGU
33534,14148,F,OC,CSE,RAGU
33535,29666,M,BC_B,CSE,RAGU
33536,13155,M,OC,CSE,RAGU
33537,25977,F,BC_B,CSE,RAGU
33538,7231,F,BC_D,CSE,RAGU
33539,20382,M,BC_A,CSE,RAGU
33540,16731,F,OC,CSE,RAGU
33541,28163,M,BC_B,CSE,RAGU
33542,42518,M,ST,CSE,RAGU
33543,24783,M,SC,CSE,RAGU
33544,36091,F,BC_B,CSE,RAGU
33545,14075,M,OC,CSE,RAGU
33546,54663,F,SC,CSE,RAGU
33547,44463,M,SC,CSE,RAGU
33548,64771,M,SC,CSE,RAGU
33549,28834,M,BC_A,CSE,RAGU
33550,12418,M,BC_D,CSE,RAGU
33551,12915,M,BC_A,CSE,RAGU
33552,15490,M,BC_D,CSE,RAGU
33553,15260,M,BC_D,CSE,RAGU
33554,12822,M,BC_D,CSE,RAGU
33555,14918,F,BC_D,CSE,RAGU
33556,15093,M,OC,CSE,RAGU
33557,80757,M,ST,CSE,RAGU
33558,20429,F,BC_A,CSE,RAGU
33559,17939,F,BC_D,CSE,RAGU
33560,15707,F,OC,CSE,RAGU
33561,98455,M,ST,CSE,RAGU
33562,14850,M,BC_B,CSE,RAGU
33563,26710,M,BC_B,CSE,RAGU
33564,28231,F,BC_A,CSE,RAGU
33565,12535,M,BC_D,CSE,RAGU
33566,102129,M,ST,CSE,RAGU
33567,23866,M,BC_B,CSE,RAGU
33568,101411,F,ST,CSE,RAGU
33569,17224,F,BC_D,CSE,RAGU
33570,13519,M,BC_D,CSE,RAGU
33571,9839,M,OC,CSE,RAGU
33572,17113,M,OC,CSE,RAGU
33573,8668,M,OC,CSE,RAGU
33574,29433,M,BC_B,CSE,RAGU
33575,14458,M,BC_D,CSE,RAGU
33576,15730,M,BC_D,CSE,RAGU
33577,10733,M,OC,CSE,RAGU
33578,28645,M,BC_B,CSE,RAGU
33579,17957,F,OC,CSE,RAGU
33580,21747,F,BC_B,CSE,RAGU
33581,9519,F,OC,CSE,RAGU
33582,80718,F,BC_E,CSE,RAGU
33583,12613,M,BC_B,CSE,RAGU
33584,28617,M,BC_B,CSE,RAGU
33585,17143,M,OC,CSE,RAGU
33586,17618,F,OC,CSE,RAGU
33587,13419,F,BC_B,CSE,RAGU
33588,16915,M,OC,CSE,RAGU
33589,58335,M,SC,CSE,RAGU
33590,28853,F,BC_B,CSE,RAGU
33591,12430,M,BC_D,CSE,RAGU
33592,12539,M,BC_D,CSE,RAGU
33593,15232,M,OC,CSE,RAGU
33594,99099,M,ST,CSE,RAGU
33595,5033,F,BC_B,CSE,RAGU
33596,17813,F,OC,CSE,RAGU
33597,29266,F,BC_B,CSE,RAGU
33598,65887,F,SC,CSE,RAGU
33599,58387,F,ST,CSE,RAGU
33600,12756,F,BC_D,CSE,RAGU
33601,54222,M,BC_E,CSE,RAGU
33602,12981,F,BC_D,CSE,RAGU
33603,13714,M,BC_D,CSE,RAGU
33604,69679,F,ST,CSE,RAGU
33605,23549,M,BC_B,CSE,RAGU
33606,19580,F,BC_D,CSE,RAGU
33607,14403,M,BC_D,CSE,RAGU
33608,49741,M,ST,CSE,RAGU
33609,94174,F,ST,CSE,RAGU
33610,17427,F,BC_B,CSE,RAGU
33611,14090,M,OC,CSE,RAGU
33612,69318,M,SC,CSE,RAGU
33613,4435,F,OC,CSE,RAGU
33614,26773,F,BC_B,CSE,RAGU
33615,10357,F,OC,CSE,RAGU
33616,10014,M,OC,CSE,RAGU
33617,13999,M,OC,CSE,RAGU
33618,13538,F,BC_D,CSE,RAGU
33619,28970,M,BC_A,CSE,RAGU
33620,16698,M,OC,CSE,RAGU
33621,62997,M,SC,CSE,RAGU
33622,21258,F,BC_B,CSE,RAGU
33623,17920,M,OC,CSE,RAGU
33624,14262,M,BC_D,CSE,RAGU
33625,16792,M,BC_B,CSE,RAGU
33626,22748,M,BC_B,CSE,RAGU
33627,16128,M,OC,CSE,RAGU
33628,58187,M,SC,CSE,RAGU
33629,11964,F,OC,CSE,RAGU
33630,14722,M,OC,CSE,RAGU
33631,16281,F,BC_D,CSE,RAGU
33632,65560,M,SC,CSE,RAGU
33633,26591,F,BC_E,CSE,RAGU
33634,30495,F,BC_A,CSE,RAGU
33635,12470,F,BC_D,CSE,RAGU
33636,27870,F,BC_B,CSE,RAGU
33637,15275,F,BC_A,CSE,RAGU
33638,14490,M,OC,CSE,RAGU
33639,82066,M,SC,ECE,RAGU
33640,56262,M,BC_B,ECE,RAGU
33641,108850,M,SC,ECE,RAGU
33642,120899,M,BC_E,ECE,RAGU
33643,17962,M,OC,ECE,RAGU
33644,75830,M,SC,ECE,RAGU
33645,55001,F,BC_B,ECE,RAGU
33646,32002,F,BC_D,ECE,RAGU
33647,96576,M,SC,ECE,RAGU
33648,34492,M,OC,ECE,RAGU
33649,122248,M,BC_E,ECE,RAGU
33650,24856,F,BC_D,ECE,RAGU
33651,33476,M,BC_B,ECE,RAGU
33652,34460,M,BC_D,ECE,RAGU
33653,33986,F,BC_B,ECE,RAGU
33654,36384,M,OC,ECE,RAGU
33655,26518,M,BC_D,ECE,RAGU
33656,33143,M,BC_A,ECE,RAGU
33657,33715,M,BC_D,ECE,RAGU
33658,37989,M,OC,ECE,RAGU
33659,38080,M,BC_A,ECE,RAGU
33660,40623,F,BC_A,ECE,RAGU
33661,33996,M,OC,ECE,RAGU
33662,25151,M,OC,ECE,RAGU
33663,140909,F,ST,ECE,RAGU
33664,30137,F,BC_D,ECE,RAGU
33665,29247,M,BC_D,ECE,RAGU
33666,27453,M,BC_D,ECE,RAGU
33667,113238,F,SC,ECE,RAGU
33668,97136,M,SC,ECE,RAGU
33669,33222,M,OC,ECE,RAGU
33670,32990,F,BC_D,ECE,RAGU
33671,112089,M,SC,ECE,RAGU
33672,97119,M,SC,ECE,RAGU
33673,46786,F,BC_B,ECE,RAGU
33674,76436,M,BC_E,ECE,RAGU
33675,37094,M,OC,ECE,RAGU
33676,51724.1,F,BC_A,ECE,RAGU
33677,50371,M,BC_B,ECE,RAGU
33678,42665,M,BC_A,ECE,RAGU
33679,148643,M,ST,ECE,RAGU
33680,37197,F,BC_A,ECE,RAGU
33681,46562,M,BC_A,ECE,RAGU
33682,63492,F,BC_B,ECE,RAGU
33683,30271,M,BC_D,ECE,RAGU
33684,50231,M,BC_B,ECE,RAGU
33685,33417,F,BC_D,ECE,RAGU
33686,25463,M,BC_D,ECE,RAGU
33687,36197,M,OC,ECE,RAGU
33688,33158,M,BC_A,ECE,RAGU
33689,33144,M,BC_D,ECE,RAGU
33690,31068,M,BC_D,ECE,RAGU
33691,145460,F,ST,ECE,RAGU
33692,56861,M,BC_B,ECE,RAGU
33693,34034,M,BC_D,ECE,RAGU
33694,33852,F,BC_D,ECE,RAGU
33695,101303,M,SC,ECE,RAGU
33696,37315,M,OC,ECE,RAGU
33697,51300,F,BC_B,ECE,RAGU
33698,34694,M,BC_D,ECE,RAGU
33699,35067,M,OC,ECE,RAGU
33700,33445,F,BC_D,ECE,RAGU
33701,41023,F,OC,ECE,RAGU
33702,94159,M,SC,ECE,RAGU
33703,27144,F,OC,ECE,RAGU
33704,53786,F,BC_B,ECE,RAGU
33705,100248,F,SC,ECE,RAGU
33706,33792,M,BC_D,ECE,RAGU
33707,23871,M,OC,ECE,RAGU
33708,34943,F,BC_D,ECE,RAGU
33709,51857,F,BC_A,ECE,RAGU
33710,37406,M,BC_A,ECE,RAGU
33711,51263,F,BC_A,ECE,RAGU
33712,41897,M,BC_B,ECE,RAGU
33713,27019,M,BC_D,ECE,RAGU
33714,42077,M,BC_B,ECE,RAGU
33715,67668,F,BC_B,ECE,RAGU
33716,25971,F,BC_D,ECE,RAGU
33717,103971,M,ST,ECE,RAGU
33718,109612,F,SC,ECE,RAGU
33719,27986,M,BC_D,ECE,RAGU
33720,97529,F,SC,ECE,RAGU
33721,143503,M,BC_E,ECE,RAGU
33722,46578,M,BC_A,ECE,RAGU
33723,29077,F,BC_D,ECE,RAGU
33724,44510,M,BC_A,ECE,RAGU
33725,22272,M,BC_D,ECE,RAGU
33726,41592,F,BC_A,ECE,RAGU
33727,23014,M,BC_D,ECE,RAGU
33728,28600,M,BC_D,ECE,RAGU
33729,36519,F,OC,ECE,RAGU
33730,100684,M,SC,ECE,RAGU
33731,101471,F,SC,ECE,RAGU
33732,113028,M,SC,ECE,RAGU
33733,39709,F,BC_B,ECE,RAGU
33734,105832,M,SC,ECE,RAGU
33735,112763,M,SC,ECE,RAGU
33736,36537,M,OC,ECE,RAGU
33737,44655,M,BC_B,ECE,RAGU
33738,29900,F,BC_D,ECE,RAGU
33739,43464,M,BC_A,ECE,RAGU
33740,33541,F,BC_D,ECE,RAGU
